Id,Predict
0,2
1,1
2,1
3,0
4,2
5,1
6,2
7,2
8,0
9,2
10,0
11,2
12,0
13,2
14,1
15,2
16,2
17,1
18,1
19,0
20,0
21,2
22,1
23,2
24,1
25,2
26,1
27,2
28,1
29,1
30,0
31,2
32,1
33,2
34,0
35,0
36,1
37,2
38,2
39,1
40,1
41,0
42,2
43,0
44,0
45,1
46,0
47,1
48,2
49,2
50,2
51,1
52,1
53,1
54,1
55,0
56,1
57,2
58,1
59,1
60,1
61,1
62,2
63,0
64,2
65,2
66,0
67,0
68,2
69,1
70,0
71,2
72,0
73,0
74,2
75,2
76,0
77,1
78,0
79,0
80,0
81,0
82,1
83,2
84,2
85,2
86,2
87,1
88,1
89,2
90,1
91,0
92,1
93,0
94,0
95,0
96,2
97,1
98,1
99,1
100,1
101,1
102,2
103,1
104,1
105,1
106,1
107,2
108,1
109,0
110,1
111,1
112,1
113,2
114,1
115,0
116,0
117,1
118,1
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,2
127,0
128,1
129,2
130,2
131,1
132,1
133,1
134,0
135,2
136,1
137,1
138,1
139,0
140,2
141,1
142,1
143,1
144,1
145,2
146,0
147,0
148,2
149,2
150,2
151,2
152,1
153,2
154,1
155,1
156,1
157,1
158,2
159,0
160,1
161,1
162,0
163,0
164,2
165,2
166,1
167,2
168,2
169,1
170,2
171,1
172,1
173,0
174,0
175,1
176,2
177,0
178,0
179,2
180,0
181,1
182,2
183,1
184,2
185,1
186,2
187,2
188,0
189,2
190,1
191,2
192,0
193,1
194,2
195,0
196,2
197,0
198,2
199,2
200,2
201,0
202,0
203,1
204,2
205,2
206,1
207,1
208,2
209,0
210,2
211,2
212,2
213,1
214,2
215,2
216,1
217,1
218,2
219,1
220,1
221,2
222,2
223,2
224,1
225,2
226,2
227,2
228,2
229,1
230,1
231,1
232,1
233,2
234,2
235,2
236,0
237,0
238,1
239,2
240,0
241,0
242,1
243,2
244,2
245,0
246,1
247,0
248,0
249,0
250,1
251,2
252,2
253,1
254,1
255,2
256,2
257,2
258,0
259,1
260,2
261,1
262,1
263,0
264,1
265,1
266,2
267,1
268,0
269,1
270,1
271,2
272,1
273,1
274,0
275,1
276,2
277,2
278,2
279,2
280,1
281,1
282,1
283,1
284,2
285,2
286,0
287,2
288,2
289,2
290,1
291,1
292,0
293,2
294,0
295,1
296,1
297,1
298,0
299,1
300,1
301,2
302,1
303,0
304,1
305,1
306,1
307,1
308,2
309,1
310,1
311,1
312,2
313,1
314,2
315,2
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,0
324,0
325,2
326,2
327,2
328,2
329,2
330,2
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,2
339,1
340,1
341,1
342,1
343,2
344,1
345,1
346,0
347,1
348,1
349,0
350,2
351,0
352,2
353,0
354,1
355,0
356,2
357,1
358,2
359,2
360,1
361,2
362,1
363,1
364,2
365,1
366,1
367,1
368,1
369,0
370,1
371,2
372,1
373,1
374,2
375,1
376,1
377,0
378,1
379,1
380,1
381,1
382,2
383,1
384,1
385,1
386,1
387,1
388,1
389,0
390,2
391,2
392,1
393,0
394,2
395,2
396,1
397,1
398,2
399,1
400,1
401,2
402,1
403,0
404,2
405,2
406,1
407,1
408,2
409,2
410,0
411,2
412,1
413,0
414,2
415,2
416,0
417,1
418,1
419,2
420,0
421,1
422,2
423,2
424,0
425,2
426,1
427,0
428,2
429,2
430,0
431,1
432,0
433,1
434,1
435,0
436,1
437,0
438,1
439,1
440,2
441,0
442,1
443,2
444,0
445,2
446,2
447,0
448,2
449,0
450,1
451,1
452,2
453,2
454,2
455,1
456,0
457,1
458,0
459,0
460,1
461,1
462,1
463,1
464,1
465,2
466,2
467,0
468,2
469,0
470,2
471,0
472,2
473,2
474,2
475,2
476,2
477,0
478,1
479,0
480,2
481,1
482,0
483,0
484,2
485,2
486,1
487,1
488,1
489,0
490,0
491,1
492,1
493,2
494,1
495,1
496,1
497,0
498,1
499,0
